Asset Name,Lat,Long,Business Category,Risk Factors,Year,Risk Rating
"Hooper, Evans and Merritt",43.92009,-79.24940,Finance,"{""Sea level rise"": 0.06999999999999999, ""Drought"": 0.16, ""Earthquake"": 0.03, ""Extreme heat"": 0.17, ""Wildfire"": 0.11, ""Hurricane"": 0.19, ""Volcano"": 0.14}","2,040",0.87
Banks-Carlson,46.50804,-73.19369,Technology,"{""Tornado"": 0.22, ""Wildfire"": 0.33, ""Hurricane"": 0.17}","2,040",0.72
Stewart PLC,44.07802,-80.22805,Finance,"{""Volcano"": 0.08, ""Wildfire"": 0.08, ""Earthquake"": 0.38, ""Extreme heat"": 0.43}","2,060",0.97
"Higgins, Brown and Vaughn",54.98985,-112.91291,Technology,"{""Tornado"": 0.0, ""Extreme cold"": 0.14, ""Wildfire"": 0.1, ""Flooding"": 0.16, ""Earthquake"": 0.06}","2,070",0.46
Good-Lewis,45.40763,-73.19576,Retail,"{""Earthquake"": 0.06, ""Extreme heat"": 0.01, ""Wildfire"": 0.06, ""Tornado"": 0.04, ""Hurricane"": 0.05}","2,070",0.22
Torres-Sanchez,46.79573,-72.69892,Finance,"{""Extreme cold"": 0.02, ""Flooding"": 0.01, ""Drought"": 0.01, ""Tornado"": 0.02, ""Sea level rise"": 0.03, ""Hurricane"": 0.02, ""Volcano"": 0.01, ""Extreme heat"": 0.03}","2,050",0.15
Reid PLC,45.74568,-72.62950,Healthcare,"{""Extreme heat"": 0.02, ""Hurricane"": 0.0, ""Wildfire"": 0.0, ""Earthquake"": 0.0, ""Tornado"": 0.0, ""Sea level rise"": 0.0, ""Drought"": 0.0, ""Volcano"": 0.0, ""Extreme cold"": 0.0, ""Flooding"": 0.0}","2,070",0.02
"Bender, Warren and Sanchez",46.26205,-72.74309,Finance,"{""Volcano"": 0.02, ""Tornado"": 0.01, ""Flooding"": 0.01, ""Sea level rise"": 0.0, ""Drought"": 0.01, ""Extreme heat"": 0.01}","2,070",0.06
"Rodriguez, Roberts and Fuller",46.35319,-73.34355,Finance,"{""Tornado"": 0.02, ""Drought"": 0.01, ""Sea level rise"": 0.01, ""Flooding"": 0.03, ""Extreme cold"": 0.03, ""Volcano"": 0.01, ""Earthquake"": 0.04, ""Extreme heat"": 0.01}","2,070",0.16
Obrien-Oneill,44.55555,-78.19688,Healthcare,"{""Hurricane"": 0.71}","2,060",0.71
"Harrison, Meza and Rios",43.47251,-78.92349,Energy,"{""Extreme heat"": 0.91}","2,030",0.91
"Washington, Rogers and Morrison",50.07661,-118.01164,Technology,"{""Drought"": 0.05, ""Volcano"": 0.01, ""Earthquake"": 0.05}","2,060",0.11
"Higgins, Brown and Vaughn",44.00174,-78.45622,Energy,"{""Extreme heat"": 0.21, ""Earthquake"": 0.33, ""Volcano"": 0.09, ""Wildfire"": 0.02, ""Hurricane"": 0.17}","2,050",0.82
Stanton-Joyce,54.14407,-112.67145,Retail,"{""Hurricane"": 0.04, ""Extreme heat"": 0.1, ""Earthquake"": 0.17, ""Tornado"": 0.09, ""Drought"": 0.11, ""Extreme cold"": 0.07, ""Sea level rise"": 0.08}","2,060",0.66
"Hall, Meadows and Anderson",45.01099,-78.39707,Technology,"{""Extreme heat"": 0.060000000000000005, ""Earthquake"": 0.12, ""Sea level rise"": 0.02, ""Hurricane"": 0.01, ""Flooding"": 0.15, ""Extreme cold"": 0.08, ""Volcano"": 0.03, ""Drought"": 0.17, ""Tornado"": 0.19}","2,050",0.83
Grant-Coffey,46.41230,-72.87572,Retail,"{""Earthquake"": 0.76}","2,040",0.76
"Rodriguez, Roberts and Fuller",45.75325,-73.41954,Finance,"{""Extreme heat"": 0.009999999999999998, ""Earthquake"": 0.02, ""Flooding"": 0.04, ""Hurricane"": 0.02, ""Extreme cold"": 0.01, ""Wildfire"": 0.03, ""Volcano"": 0.01}","2,030",0.14
"Roberts, Burke and Williams",44.03878,-78.62175,Manufacturing,"{""Tornado"": 0.18, ""Sea level rise"": 0.01, ""Extreme cold"": 0.02, ""Flooding"": 0.23, ""Drought"": 0.15, ""Hurricane"": 0.04}","2,060",0.63
"Watson, Evans and Smith",44.57819,-78.64039,Healthcare,"{""Earthquake"": 0.12, ""Extreme cold"": 0.13, ""Sea level rise"": 0.04, ""Tornado"": 0.08, ""Volcano"": 0.14, ""Wildfire"": 0.23, ""Drought"": 0.18, ""Flooding"": 0.07}","2,060",0.99
"Patel, Norris and Jackson",43.96323,-80.14861,Retail,"{""Volcano"": 0.01, ""Hurricane"": 0.0, ""Extreme cold"": 0.0, ""Flooding"": 0.0, ""Tornado"": 0.0, ""Wildfire"": 0.0}","2,070",0.01
Miller-Norris,46.47826,-73.74733,Technology,"{""Wildfire"": 0.03, ""Volcano"": 0.0, ""Drought"": 0.02, ""Hurricane"": 0.04, ""Sea level rise"": 0.03}","2,070",0.12
Ware PLC,50.87283,-119.28477,Technology,"{""Volcano"": 0.15, ""Sea level rise"": 0.11, ""Wildfire"": 0.25}","2,050",0.51
"Rodriguez, Roberts and Fuller",46.56005,-73.23292,Manufacturing,"{""Hurricane"": 0.1, ""Extreme cold"": 0.06, ""Earthquake"": 0.12, ""Wildfire"": 0.01, ""Drought"": 0.12, ""Flooding"": 0.07, ""Volcano"": 0.06, ""Tornado"": 0.12, ""Extreme heat"": 0.07}","2,070",0.73
Ware PLC,47.03501,-58.77764,Technology,"{""Drought"": 0.05, ""Wildfire"": 0.13, ""Hurricane"": 0.07, ""Earthquake"": 0.07}","2,040",0.32
Reid PLC,45.86501,-72.62861,Energy,"{""Wildfire"": 0.25, ""Tornado"": 0.1, ""Extreme heat"": 0.38, ""Drought"": 0.12, ""Sea level rise"": 0.04}","2,040",0.89
"Hall, Meadows and Anderson",46.18181,-73.26492,Healthcare,"{""Earthquake"": 0.07, ""Extreme cold"": 0.13, ""Volcano"": 0.08, ""Wildfire"": 0.2, ""Extreme heat"": 0.21, ""Flooding"": 0.11, ""Tornado"": 0.07}","2,050",0.87
Strickland-Daniels,44.11894,-78.60140,Retail,"{""Drought"": 0.05, ""Earthquake"": 0.14, ""Wildfire"": 0.3, ""Tornado"": 0.22, ""Extreme cold"": 0.07, ""Hurricane"": 0.22}","2,030",1.00
Anderson Group,42.88632,-79.44948,Finance,"{""Hurricane"": 0.28, ""Earthquake"": 0.25, ""Extreme heat"": 0.15, ""Drought"": 0.16}","2,040",0.84
"Hooper, Evans and Merritt",46.59111,-59.42340,Healthcare,"{""Hurricane"": 0.13, ""Earthquake"": 0.17, ""Volcano"": 0.17, ""Extreme heat"": 0.13, ""Wildfire"": 0.04}","2,050",0.64
Torres-Sanchez,53.97512,-112.53180,Finance,"{""Wildfire"": 0.01, ""Extreme cold"": 0.19, ""Flooding"": 0.05, ""Earthquake"": 0.01, ""Drought"": 0.15, ""Hurricane"": 0.0, ""Extreme heat"": 0.06, ""Volcano"": 0.08, ""Tornado"": 0.05, ""Sea level rise"": 0.05}","2,030",0.65
Kemp-Anderson,54.14719,-112.20759,Energy,"{""Tornado"": 0.1, ""Volcano"": 0.04, ""Wildfire"": 0.14, ""Hurricane"": 0.05, ""Flooding"": 0.05}","2,060",0.38
Guzman Ltd,50.57211,-119.19120,Healthcare,"{""Sea level rise"": 0.13}","2,040",0.13
Torres-Sanchez,44.16718,-78.78204,Finance,"{""Extreme cold"": 0.09999999999999999, ""Flooding"": 0.07, ""Volcano"": 0.04, ""Sea level rise"": 0.04, ""Wildfire"": 0.13, ""Tornado"": 0.01}","2,050",0.39
Wilkerson-Miranda,44.83030,-79.16210,Retail,"{""Drought"": 0.62}","2,040",0.62
Stewart PLC,46.08090,-73.62683,Energy,"{""Extreme cold"": 0.58}","2,030",0.58
Obrien-Oneill,51.60470,-118.87758,Retail,"{""Flooding"": 0.06, ""Earthquake"": 0.04, ""Tornado"": 0.06, ""Extreme heat"": 0.03, ""Drought"": 0.02, ""Extreme cold"": 0.01}","2,060",0.22
Vega-Huffman,50.54332,-119.32669,Retail,"{""Tornado"": 0.09, ""Extreme cold"": 0.1, ""Drought"": 0.1, ""Hurricane"": 0.01, ""Volcano"": 0.11, ""Extreme heat"": 0.01, ""Sea level rise"": 0.05, ""Earthquake"": 0.09, ""Flooding"": 0.05, ""Wildfire"": 0.08}","2,050",0.69
Smith-Woods,53.58987,-113.02155,Manufacturing,"{""Drought"": 0.52, ""Tornado"": 0.24}","2,040",0.76
"Hall, Meadows and Anderson",44.89741,-77.89777,Energy,"{""Hurricane"": 0.11, ""Earthquake"": 0.15, ""Volcano"": 0.26}","2,030",0.52
"Hall, Meadows and Anderson",46.05701,-72.12077,Technology,"{""Tornado"": 0.09, ""Sea level rise"": 0.13, ""Extreme cold"": 0.11, ""Flooding"": 0.02, ""Earthquake"": 0.09, ""Volcano"": 0.11, ""Hurricane"": 0.07, ""Wildfire"": 0.06, ""Drought"": 0.01}","2,050",0.69
"Marks, Garrett and Cummings",50.99982,-118.44684,Finance,"{""Drought"": 0.05, ""Hurricane"": 0.04, ""Extreme cold"": 0.04, ""Flooding"": 0.03, ""Extreme heat"": 0.05, ""Volcano"": 0.06}","2,030",0.27
Johnson and Sons,46.84685,-59.42878,Retail,"{""Extreme cold"": 0.02, ""Sea level rise"": 0.0, ""Wildfire"": 0.0, ""Earthquake"": 0.0, ""Volcano"": 0.0, ""Extreme heat"": 0.0, ""Flooding"": 0.0, ""Drought"": 0.0, ""Hurricane"": 0.0}","2,060",0.02
Vega-Huffman,44.09070,-79.67406,Finance,"{""Earthquake"": 0.0}","2,040",0.00
Strickland-Daniels,50.17775,-118.70802,Manufacturing,"{""Sea level rise"": 0.019999999999999997, ""Extreme heat"": 0.19, ""Flooding"": 0.23, ""Wildfire"": 0.03, ""Drought"": 0.03, ""Tornado"": 0.07, ""Earthquake"": 0.21, ""Extreme cold"": 0.15}","2,040",0.93
Sullivan-Curtis,54.52078,-112.51503,Technology,"{""Flooding"": 0.74}","2,030",0.74
"Washington, Rogers and Morrison",50.67212,-118.24176,Retail,"{""Extreme cold"": 0.27}","2,060",0.27
Flynn-Anderson,54.11610,-113.25252,Healthcare,"{""Wildfire"": 0.13, ""Volcano"": 0.06, ""Tornado"": 0.11, ""Drought"": 0.05, ""Hurricane"": 0.17, ""Sea level rise"": 0.3}","2,040",0.82
Perez-Robertson,43.20103,-79.25533,Energy,"{""Sea level rise"": 0.02, ""Wildfire"": 0.04, ""Earthquake"": 0.03, ""Flooding"": 0.07, ""Extreme heat"": 0.11, ""Drought"": 0.16, ""Tornado"": 0.14, ""Hurricane"": 0.13, ""Volcano"": 0.05}","2,060",0.75
Gross PLC,46.62643,-72.62317,Finance,"{""Earthquake"": 0.3, ""Drought"": 0.22, ""Volcano"": 0.18, ""Tornado"": 0.1, ""Extreme heat"": 0.04, ""Hurricane"": 0.02}","2,030",0.86
"Patel, Norris and Jackson",50.27544,-118.22893,Energy,"{""Extreme heat"": 0.08, ""Hurricane"": 0.14, ""Drought"": 0.06, ""Earthquake"": 0.18, ""Volcano"": 0.08, ""Tornado"": 0.23}","2,070",0.77
"Wagner, Curry and Pearson",46.15752,-72.81665,Technology,"{""Drought"": 0.12, ""Earthquake"": 0.26, ""Volcano"": 0.54}","2,050",0.92
Campos and Sons,45.73524,-72.30057,Retail,"{""Sea level rise"": 0.1, ""Drought"": 0.1, ""Extreme cold"": 0.04, ""Flooding"": 0.08, ""Volcano"": 0.1, ""Extreme heat"": 0.09, ""Hurricane"": 0.07}","2,050",0.58
Obrien-Oneill,50.49399,-118.86944,Retail,"{""Hurricane"": 0.02, ""Wildfire"": 0.02, ""Volcano"": 0.01, ""Earthquake"": 0.0}","2,050",0.05
Duke Ltd,44.03226,-79.74120,Healthcare,"{""Tornado"": 0.02, ""Earthquake"": 0.01}","2,070",0.03
Cook-Burns,45.97891,-73.20746,Finance,"{""Volcano"": 0.12, ""Flooding"": 0.12, ""Tornado"": 0.08, ""Wildfire"": 0.1, ""Sea level rise"": 0.13, ""Drought"": 0.11, ""Earthquake"": 0.19, ""Extreme heat"": 0.07}","2,030",0.92
Cook-Burns,45.26945,-78.22125,Retail,"{""Earthquake"": 0.13, ""Hurricane"": 0.03, ""Flooding"": 0.08, ""Tornado"": 0.14, ""Sea level rise"": 0.24, ""Wildfire"": 0.12}","2,060",0.74
"Fox, Daniel and Coleman",51.32832,-118.46178,Energy,"{""Drought"": 0.06, ""Sea level rise"": 0.01, ""Volcano"": 0.02, ""Hurricane"": 0.01, ""Extreme heat"": 0.15, ""Wildfire"": 0.14, ""Extreme cold"": 0.08, ""Tornado"": 0.12, ""Earthquake"": 0.1}","2,070",0.69
Stanton-Joyce,46.29726,-62.13510,Finance,"{""Drought"": 0.05, ""Flooding"": 0.2}","2,030",0.25
"Wagner, Curry and Pearson",46.19730,-59.24856,Manufacturing,"{""Drought"": 0.0, ""Earthquake"": 0.0, ""Extreme cold"": 0.0}","2,030",0.00
Gross PLC,46.38133,-72.57193,Healthcare,"{""Extreme heat"": 0.02, ""Tornado"": 0.0, ""Volcano"": 0.01, ""Flooding"": 0.01, ""Sea level rise"": 0.03, ""Hurricane"": 0.02, ""Extreme cold"": 0.02, ""Earthquake"": 0.02, ""Wildfire"": 0.02}","2,040",0.15
Flynn-Anderson,54.71667,-112.34165,Finance,"{""Volcano"": 0.54, ""Wildfire"": 0.23, ""Sea level rise"": 0.15}","2,040",0.92
Anderson Group,43.05143,-80.00978,Technology,"{""Hurricane"": 0.15, ""Flooding"": 0.55}","2,030",0.70
"Harrison, Meza and Rios",46.70412,-59.02190,Finance,"{""Sea level rise"": 0.22, ""Flooding"": 0.25, ""Volcano"": 0.19}","2,070",0.66
Reid-Sherman,47.18368,-62.08445,Technology,"{""Extreme cold"": 0.02, ""Extreme heat"": 0.04, ""Hurricane"": 0.03, ""Earthquake"": 0.02, ""Tornado"": 0.02, ""Volcano"": 0.03, ""Flooding"": 0.04, ""Sea level rise"": 0.03, ""Drought"": 0.0}","2,060",0.23
Obrien-Oneill,46.09575,-72.33814,Healthcare,"{""Earthquake"": 0.23, ""Extreme cold"": 0.06}","2,040",0.29
"Kelley, Barnes and Hutchinson",46.94966,-60.01912,Technology,"{""Extreme cold"": 0.060000000000000005, ""Hurricane"": 0.06, ""Earthquake"": 0.17, ""Extreme heat"": 0.06, ""Tornado"": 0.14, ""Volcano"": 0.09}","2,040",0.58
Patel-Brooks,44.61352,-77.77726,Finance,"{""Flooding"": 0.01, ""Tornado"": 0.02, ""Volcano"": 0.02, ""Extreme heat"": 0.0, ""Earthquake"": 0.03, ""Wildfire"": 0.02, ""Sea level rise"": 0.01, ""Extreme cold"": 0.02, ""Drought"": 0.02, ""Hurricane"": 0.01}","2,030",0.16
Stanton-Joyce,46.19885,-73.43977,Energy,"{""Extreme heat"": 0.02, ""Drought"": 0.02, ""Earthquake"": 0.01}","2,070",0.05
Guzman Ltd,46.30396,-72.63948,Manufacturing,"{""Drought"": 0.01, ""Sea level rise"": 0.08, ""Flooding"": 0.06, ""Hurricane"": 0.08, ""Extreme cold"": 0.13, ""Earthquake"": 0.07, ""Volcano"": 0.11, ""Extreme heat"": 0.1}","2,030",0.64
Thomas-Chavez,46.66266,-73.44017,Manufacturing,"{""Extreme cold"": 0.43}","2,060",0.43
"Fox, Daniel and Coleman",53.76221,-112.41526,Finance,"{""Hurricane"": 0.03, ""Earthquake"": 0.45}","2,030",0.48
Acevedo-Kennedy,43.48328,-79.38375,Energy,"{""Extreme heat"": 0.01, ""Earthquake"": 0.04, ""Volcano"": 0.04, ""Flooding"": 0.06, ""Extreme cold"": 0.02, ""Drought"": 0.01, ""Tornado"": 0.03}","2,050",0.21
Sullivan-Curtis,51.17332,-118.28906,Healthcare,"{""Hurricane"": 0.06, ""Earthquake"": 0.06, ""Tornado"": 0.04, ""Flooding"": 0.04}","2,070",0.20
Banks-Carlson,46.73232,-59.29800,Energy,"{""Sea level rise"": -0.01, ""Volcano"": 0.03, ""Earthquake"": 0.05, ""Hurricane"": 0.1, ""Extreme heat"": 0.03, ""Tornado"": 0.05, ""Extreme cold"": 0.06, ""Flooding"": 0.02}","2,060",0.33
"Wagner, Curry and Pearson",44.05483,-79.20495,Healthcare,"{""Drought"": 0.02, ""Wildfire"": 0.0, ""Extreme heat"": 0.01, ""Sea level rise"": 0.01, ""Hurricane"": 0.0, ""Extreme cold"": 0.01}","2,040",0.05
Reid PLC,50.89017,-118.68505,Energy,"{""Extreme heat"": 0.3, ""Volcano"": 0.01, ""Hurricane"": 0.1, ""Sea level rise"": 0.1, ""Wildfire"": 0.25, ""Flooding"": 0.06}","2,040",0.82
Alvarez Inc,47.11737,-59.62165,Technology,"{""Hurricane"": 0.07, ""Earthquake"": 0.01, ""Drought"": 0.03, ""Volcano"": 0.07, ""Wildfire"": 0.01, ""Flooding"": 0.05, ""Extreme heat"": 0.05, ""Extreme cold"": 0.08}","2,070",0.37
"Taylor, Mitchell and Ward",43.78432,-79.75863,Retail,"{""Sea level rise"": 0.01, ""Drought"": 0.02, ""Wildfire"": 0.02, ""Hurricane"": 0.02, ""Extreme cold"": 0.0, ""Volcano"": 0.01}","2,070",0.08
"Walker, Hogan and Mendez",44.57106,-78.48639,Energy,"{""Flooding"": 0.13, ""Extreme heat"": 0.01, ""Sea level rise"": 0.02, ""Earthquake"": 0.13, ""Tornado"": 0.06, ""Hurricane"": 0.07, ""Wildfire"": 0.11}","2,040",0.53
Flynn-Anderson,45.85692,-73.37993,Energy,"{""Drought"": 0.12, ""Sea level rise"": 0.12, ""Extreme cold"": 0.23, ""Extreme heat"": 0.27}","2,070",0.74
Norton-Spencer,45.46977,-72.50177,Technology,"{""Wildfire"": 0.03, ""Extreme heat"": 0.21, ""Earthquake"": 0.19, ""Tornado"": 0.2}","2,030",0.63
"Watson, Evans and Smith",43.67121,-79.55770,Healthcare,"{""Drought"": 0.06, ""Extreme heat"": 0.18, ""Tornado"": 0.05, ""Hurricane"": 0.23}","2,060",0.52
Reid PLC,46.28153,-73.78553,Technology,"{""Extreme cold"": 0.019999999999999997, ""Flooding"": 0.07, ""Wildfire"": 0.0, ""Drought"": 0.07, ""Tornado"": 0.02, ""Volcano"": 0.04, ""Extreme heat"": 0.02, ""Sea level rise"": 0.02, ""Earthquake"": 0.04, ""Hurricane"": 0.01}","2,040",0.31
Robertson-Petersen,50.81323,-119.11898,Technology,"{""Extreme cold"": 0.93}","2,040",0.93
Strickland-Daniels,45.96319,-73.77256,Manufacturing,"{""Wildfire"": 0.96, ""Flooding"": 0.02}","2,060",0.98
"Clarke, Lutz and Farrell",50.42241,-118.30365,Retail,"{""Tornado"": 0.05, ""Sea level rise"": 0.07, ""Earthquake"": 0.01, ""Drought"": 0.02, ""Hurricane"": 0.06, ""Volcano"": 0.07, ""Extreme heat"": 0.04, ""Extreme cold"": 0.03, ""Flooding"": 0.04, ""Wildfire"": 0.04}","2,050",0.43
"Patel, Norris and Jackson",46.83704,-72.68163,Finance,"{""Extreme heat"": 0.06}","2,050",0.06
Johnson and Sons,43.73891,-79.89739,Energy,"{""Extreme cold"": 0.1, ""Hurricane"": 0.03}","2,060",0.13
Wiley Ltd,46.75042,-59.58020,Finance,"{""Drought"": 0.0, ""Extreme heat"": 0.01, ""Earthquake"": 0.05}","2,040",0.06
Thomas-Chavez,46.63418,-62.19970,Finance,"{""Tornado"": 0.11, ""Sea level rise"": 0.06, ""Drought"": 0.1, ""Flooding"": 0.08}","2,070",0.35
Miller-Norris,44.51988,-78.99130,Energy,"{""Hurricane"": 0.43, ""Volcano"": 0.23, ""Drought"": 0.17}","2,030",0.83
Stanton-Joyce,53.61055,-112.02850,Finance,"{""Drought"": 0.09999999999999999, ""Hurricane"": 0.21, ""Flooding"": 0.06, ""Extreme cold"": 0.04, ""Sea level rise"": 0.04, ""Wildfire"": 0.26, ""Tornado"": 0.13}","2,040",0.84
Williams Group,46.41844,-58.86913,Finance,"{""Hurricane"": 0.91}","2,060",0.91
Perez-Robertson,46.73178,-63.12338,Finance,"{""Drought"": 0.12000000000000001, ""Extreme cold"": 0.05, ""Volcano"": 0.01, ""Earthquake"": 0.07, ""Sea level rise"": 0.2, ""Flooding"": 0.26, ""Wildfire"": 0.05}","2,060",0.76
Strickland-Daniels,46.81258,-59.50877,Finance,"{""Sea level rise"": 0.03, ""Drought"": 0.0, ""Extreme cold"": 0.01, ""Tornado"": 0.0, ""Wildfire"": 0.02, ""Volcano"": 0.01, ""Hurricane"": 0.01, ""Earthquake"": 0.01}","2,040",0.09
"Clarke, Lutz and Farrell",46.75414,-58.84088,Energy,"{""Wildfire"": 0.05, ""Extreme heat"": 0.28, ""Hurricane"": 0.39}","2,050",0.72
Ware PLC,46.23878,-58.80123,Manufacturing,"{""Earthquake"": 0.07, ""Drought"": 0.07}","2,050",0.14
"Landry, Molina and Green",46.24894,-63.11690,Manufacturing,"{""Wildfire"": 0.06999999999999999, ""Extreme heat"": 0.01, ""Tornado"": 0.03, ""Hurricane"": 0.0, ""Sea level rise"": 0.01, ""Earthquake"": 0.03, ""Drought"": 0.02, ""Extreme cold"": 0.03}","2,030",0.20
"Rodriguez, Roberts and Fuller",46.10708,-72.52262,Finance,"{""Volcano"": 0.1, ""Tornado"": 0.19, ""Wildfire"": 0.14, ""Earthquake"": 0.12, ""Flooding"": 0.23, ""Hurricane"": 0.13}","2,040",0.91
Grant-Coffey,46.38785,-62.10708,Retail,"{""Drought"": 0.7}","2,050",0.70
Foster-Flores,54.10768,-112.77449,Manufacturing,"{""Earthquake"": 0.03, ""Sea level rise"": 0.21, ""Extreme cold"": 0.15, ""Hurricane"": 0.19, ""Volcano"": 0.19, ""Drought"": 0.19}","2,050",0.96
Guzman Ltd,46.88529,-72.22387,Retail,"{""Earthquake"": 0.06, ""Hurricane"": 0.12, ""Volcano"": 0.1, ""Flooding"": 0.12}","2,070",0.40
Grant-Coffey,46.24471,-59.88502,Healthcare,"{""Hurricane"": 0.03, ""Volcano"": 0.12, ""Wildfire"": 0.12, ""Tornado"": 0.02, ""Earthquake"": 0.13, ""Extreme cold"": 0.07, ""Drought"": 0.04, ""Flooding"": 0.03}","2,070",0.56
Perez-Robertson,46.46854,-59.61993,Technology,"{""Tornado"": 0.13, ""Volcano"": 0.35}","2,060",0.48
"Kelley, Barnes and Hutchinson",47.70885,-61.70148,Retail,"{""Tornado"": 0.049999999999999996, ""Extreme cold"": 0.07, ""Sea level rise"": 0.16, ""Wildfire"": 0.06, ""Extreme heat"": 0.18, ""Volcano"": 0.02, ""Hurricane"": 0.16, ""Flooding"": 0.23}","2,070",0.93
"Mejia, Roberts and Gay",46.54768,-60.06677,Finance,"{""Extreme cold"": 0.84}","2,030",0.84
Miller-Norris,43.13302,-79.74787,Manufacturing,"{""Sea level rise"": 0.11, ""Tornado"": 0.06, ""Wildfire"": 0.0, ""Volcano"": 0.08, ""Flooding"": 0.1, ""Extreme heat"": 0.02, ""Extreme cold"": 0.1, ""Hurricane"": 0.02}","2,040",0.49
"Roberts, Burke and Williams",46.58963,-73.43129,Finance,"{""Drought"": 0.11, ""Earthquake"": 0.14, ""Tornado"": 0.02}","2,040",0.27
Williams Group,46.44176,-73.47426,Technology,"{""Tornado"": 0.0, ""Sea level rise"": 0.02, ""Extreme cold"": 0.01, ""Earthquake"": 0.02, ""Extreme heat"": 0.03, ""Hurricane"": 0.01, ""Wildfire"": 0.02, ""Drought"": 0.02, ""Flooding"": 0.02, ""Volcano"": 0.01}","2,050",0.16
Flynn-Anderson,54.01707,-113.28398,Manufacturing,"{""Extreme heat"": 0.16, ""Tornado"": 0.01, ""Wildfire"": 0.02, ""Hurricane"": 0.23, ""Extreme cold"": 0.08, ""Volcano"": 0.12, ""Sea level rise"": 0.12, ""Flooding"": 0.19}","2,060",0.93
Stewart PLC,46.60893,-72.87141,Manufacturing,"{""Extreme heat"": 0.44}","2,050",0.44
Reid-Sherman,43.90636,-78.61712,Healthcare,"{""Drought"": 0.09, ""Sea level rise"": 0.34, ""Extreme heat"": 0.16, ""Extreme cold"": 0.33}","2,050",0.92
Banks-Carlson,47.20053,-59.94287,Retail,"{""Volcano"": 0.01, ""Drought"": 0.04, ""Hurricane"": 0.01, ""Wildfire"": 0.01, ""Earthquake"": 0.04}","2,060",0.11
Stewart PLC,50.35842,-118.68094,Finance,"{""Extreme cold"": 0.11, ""Sea level rise"": 0.03, ""Earthquake"": 0.11, ""Flooding"": 0.06, ""Drought"": 0.05, ""Hurricane"": 0.05, ""Tornado"": 0.08, ""Volcano"": 0.1}","2,060",0.59
Jimenez-Gallegos,45.45532,-72.52461,Technology,"{""Flooding"": 0.019999999999999997, ""Tornado"": 0.01, ""Wildfire"": 0.07, ""Extreme heat"": 0.04, ""Drought"": 0.06, ""Hurricane"": 0.07, ""Sea level rise"": 0.07}","2,070",0.34
Guzman Ltd,46.44984,-72.65406,Retail,"{""Flooding"": 0.47, ""Earthquake"": 0.21, ""Extreme heat"": 0.26}","2,060",0.94
Banks-Carlson,50.71893,-118.70374,Healthcare,"{""Sea level rise"": -0.01, ""Wildfire"": 0.02, ""Drought"": 0.01, ""Tornado"": 0.01, ""Extreme cold"": 0.02, ""Volcano"": 0.02, ""Hurricane"": 0.02, ""Extreme heat"": 0.01, ""Earthquake"": 0.0, ""Flooding"": 0.01}","2,040",0.11
Wiley Ltd,45.85525,-73.59502,Retail,"{""Extreme cold"": 0.08, ""Volcano"": 0.06, ""Earthquake"": 0.1, ""Drought"": 0.1, ""Flooding"": 0.0, ""Sea level rise"": 0.04, ""Extreme heat"": 0.07, ""Tornado"": 0.08, ""Hurricane"": 0.03}","2,070",0.56
"Wagner, Curry and Pearson",47.09658,-62.67376,Manufacturing,"{""Tornado"": 0.66}","2,060",0.66
Waller Ltd,50.80033,-118.01425,Energy,"{""Drought"": 0.05, ""Tornado"": 0.02, ""Extreme cold"": 0.03, ""Flooding"": 0.04, ""Earthquake"": 0.09, ""Wildfire"": 0.08, ""Sea level rise"": 0.06, ""Volcano"": 0.06, ""Extreme heat"": 0.05, ""Hurricane"": 0.02}","2,070",0.50
Norton-Spencer,50.37563,-118.58413,Manufacturing,"{""Wildfire"": 0.01, ""Volcano"": 0.04, ""Hurricane"": 0.07, ""Earthquake"": 0.09}","2,060",0.21
Kemp-Anderson,43.43257,-79.22622,Healthcare,"{""Sea level rise"": 0.22, ""Wildfire"": 0.18, ""Extreme cold"": 0.14, ""Hurricane"": 0.05, ""Extreme heat"": 0.14}","2,060",0.73
"Davis, Allen and Rivera",54.33093,-113.26724,Manufacturing,"{""Volcano"": 0.09000000000000001, ""Flooding"": 0.04, ""Extreme cold"": 0.06, ""Tornado"": 0.1, ""Extreme heat"": 0.1, ""Wildfire"": 0.03}","2,030",0.42
Vega-Huffman,43.33006,-80.17322,Manufacturing,"{""Extreme heat"": 0.33, ""Volcano"": 0.48}","2,060",0.81
Strickland-Daniels,44.36951,-79.02880,Healthcare,"{""Earthquake"": 0.16, ""Extreme heat"": 0.1, ""Tornado"": 0.18, ""Wildfire"": 0.0, ""Volcano"": 0.0}","2,050",0.44
"Marks, Garrett and Cummings",54.99136,-112.45862,Healthcare,"{""Sea level rise"": 0.16, ""Drought"": 0.18}","2,060",0.34
Duke Ltd,44.03651,-79.48432,Finance,"{""Volcano"": 0.61}","2,030",0.61
Robertson-Petersen,46.79837,-73.83196,Healthcare,"{""Volcano"": 0.04, ""Flooding"": 0.06, ""Hurricane"": 0.12, ""Sea level rise"": 0.09, ""Extreme heat"": 0.08, ""Wildfire"": 0.03}","2,050",0.42
Patel-Brooks,47.52766,-58.84489,Energy,"{""Tornado"": 0.060000000000000005, ""Extreme heat"": 0.02, ""Flooding"": 0.05, ""Hurricane"": 0.01, ""Earthquake"": 0.06, ""Sea level rise"": 0.06}","2,030",0.26
